CookerStat, GenerateAssetRegistry=128.849747, Initialize=160.818039, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_0, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/Blueprints/SignalsBattleModeBP_Auto1.uasset, AutoPackageBackupDelegate=1425.082886, FlushAsyncLoading=0.013068, FlushStreamingFunc=0.098288, BlockTillAllRequestsFinished=0.006273, ResetLoadersForSaveUnMarkAllObjects=59.272362, TagPackageExports=38.054012, BeginCacheForCookedPlatformData=0.005227, SerializeImports=37.782413, GatherLocalizableTextData=44.980930, MarkNames=0.243366, SerializeSummary=0.206247, SerializeNames=0.450920, SerializeGatherableTextData=0.242583, BuildExportMap=0.711277, SortExportsNonSeekfree=8.140351, SortExportsSeekfreeConstructor=0.668671, SortExportsSeekfreeInner=67.454010, SortExportsSeekfree=0.010457, BuildDependencyMap=9.525266, SerializeImportMap=0.052802, SerializeExportMap=0.175662, SerializeDependencyMap=0.077896, SerializeStringAssetReferenceMap=0.005491, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.948749, SerializeExports=58.716618, SerializeBulkData=0.232387, MoveFile=23.717098, UnaccountedTime=0.756241, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_1, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/Blueprints/SignalsBattleModeBP.uasset, AutoPackageBackupDelegate=76.732513, FlushAsyncLoading=0.006013, FlushStreamingFunc=0.103779, BlockTillAllRequestsFinished=0.004966, ResetLoadersForSaveUnMarkAllObjects=0.252776, TagPackageExports=34.667271, BeginCacheForCookedPlatformData=0.004184, SerializeImports=38.231766, GatherLocalizableTextData=34.701256, MarkNames=1.714543, SerializeSummary=0.031631, SerializeNames=0.650633, SerializeGatherableTextData=0.324924, BuildExportMap=0.908636, SortExportsNonSeekfree=7.502008, SortExportsSeekfreeConstructor=0.018820, SortExportsSeekfreeInner=54.937252, SortExportsSeekfree=0.008885, BuildDependencyMap=0.317868, SerializeImportMap=0.046529, SerializeExportMap=0.169653, SerializeDependencyMap=0.039473, SerializeStringAssetReferenceMap=0.002615, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.565403, SerializeExports=59.496120, SerializeBulkData=0.012286, MoveFile=10.411423, UnaccountedTime=2.019599, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_2, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/SpeechBP.uasset, AutoPackageBackupDelegate=75.320152, FlushAsyncLoading=0.010457, FlushStreamingFunc=0.093583, BlockTillAllRequestsFinished=0.004444, ResetLoadersForSaveUnMarkAllObjects=0.254083, TagPackageExports=5.378891, BeginCacheForCookedPlatformData=0.002354, SerializeImports=6.559387, GatherLocalizableTextData=8.888487, MarkNames=0.069011, SerializeSummary=0.015944, SerializeNames=0.306629, SerializeGatherableTextData=0.053849, BuildExportMap=0.205722, SortExportsNonSeekfree=0.646189, SortExportsSeekfreeConstructor=0.064828, SortExportsSeekfreeInner=8.759878, SortExportsSeekfree=0.003923, BuildDependencyMap=0.079464, SerializeImportMap=0.019081, SerializeExportMap=0.050973, SerializeDependencyMap=0.008367, SerializeStringAssetReferenceMap=0.002090, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.918046, SerializeExports=10.266345, SerializeBulkData=0.006013, MoveFile=5.912676, UnaccountedTime=1.837663, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_3, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/SpeechBP_Auto2.uasset, AutoPackageBackupDelegate=83.052719, FlushAsyncLoading=0.018034, FlushStreamingFunc=0.136979, BlockTillAllRequestsFinished=0.006009, ResetLoadersForSaveUnMarkAllObjects=0.353940, TagPackageExports=11.020754, BeginCacheForCookedPlatformData=0.004966, SerializeImports=7.803407, GatherLocalizableTextData=9.383060, MarkNames=0.080775, SerializeSummary=0.016730, SerializeNames=0.348449, SerializeGatherableTextData=0.063520, BuildExportMap=0.248596, SortExportsNonSeekfree=0.619788, SortExportsSeekfreeConstructor=0.069533, SortExportsSeekfreeInner=10.760132, SortExportsSeekfree=0.004444, BuildDependencyMap=0.093583, SerializeImportMap=0.026926, SerializeExportMap=0.059336, SerializeDependencyMap=0.009410, SerializeStringAssetReferenceMap=0.002090, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.253691, SerializeExports=13.254181, SerializeBulkData=0.015944, MoveFile=6.437052, UnaccountedTime=0.280485, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_4, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/SpeechBP.uasset, AutoPackageBackupDelegate=80.196373, FlushAsyncLoading=0.009932, FlushStreamingFunc=0.102207, BlockTillAllRequestsFinished=0.012286, ResetLoadersForSaveUnMarkAllObjects=0.311594, TagPackageExports=9.541214, BeginCacheForCookedPlatformData=0.003397, SerializeImports=10.707069, GatherLocalizableTextData=15.962317, MarkNames=0.215657, SerializeSummary=0.030585, SerializeNames=0.649061, SerializeGatherableTextData=0.149526, BuildExportMap=0.403866, SortExportsNonSeekfree=1.194611, SortExportsSeekfreeConstructor=0.103515, SortExportsSeekfreeInner=12.544997, SortExportsSeekfree=0.006013, BuildDependencyMap=0.109788, SerializeImportMap=0.025619, SerializeExportMap=0.061691, SerializeDependencyMap=0.013594, SerializeStringAssetReferenceMap=0.003662, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.631152, SerializeExports=17.271687, SerializeBulkData=0.009410, MoveFile=73.984909, UnaccountedTime=2.267148, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_5, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Saved/Autosaves/Game/HUD/SpeechBP_Auto3.uasset, AutoPackageBackupDelegate=83.912216, FlushAsyncLoading=0.016205, FlushStreamingFunc=0.290159, BlockTillAllRequestsFinished=0.012547, ResetLoadersForSaveUnMarkAllObjects=0.300091, TagPackageExports=8.474686, BeginCacheForCookedPlatformData=0.003397, SerializeImports=11.599760, GatherLocalizableTextData=13.257842, MarkNames=0.105083, SerializeSummary=0.013854, SerializeNames=0.345051, SerializeGatherableTextData=0.095937, BuildExportMap=0.248592, SortExportsNonSeekfree=0.910208, SortExportsSeekfreeConstructor=0.069272, SortExportsSeekfreeInner=13.963629, SortExportsSeekfree=0.007056, BuildDependencyMap=0.138804, SerializeImportMap=0.025354, SerializeExportMap=0.074763, SerializeDependencyMap=0.019867, SerializeStringAssetReferenceMap=0.002615, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.354590, SerializeExports=18.922966, SerializeBulkData=0.009675, MoveFile=6.281253, UnaccountedTime=0.296168, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_6, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/SpeechBP.uasset, AutoPackageBackupDelegate=92.771423, FlushAsyncLoading=0.016730, FlushStreamingFunc=0.107698, BlockTillAllRequestsFinished=0.006534, ResetLoadersForSaveUnMarkAllObjects=0.320219, TagPackageExports=14.492709, BeginCacheForCookedPlatformData=0.004966, SerializeImports=9.215504, GatherLocalizableTextData=24.642202, MarkNames=0.161026, SerializeSummary=0.026140, SerializeNames=0.686705, SerializeGatherableTextData=0.169389, BuildExportMap=0.525679, SortExportsNonSeekfree=2.259046, SortExportsSeekfreeConstructor=0.024050, SortExportsSeekfreeInner=13.912395, SortExportsSeekfree=0.007577, BuildDependencyMap=0.144035, SerializeImportMap=0.058029, SerializeExportMap=0.139330, SerializeDependencyMap=0.024311, SerializeStringAssetReferenceMap=0.003397, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.772575, SerializeExports=17.092361, SerializeBulkData=0.012025, MoveFile=7.343594, UnaccountedTime=2.741072, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_7, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/HUD/SpeechBP.uasset, AutoPackageBackupDelegate=80.198456, FlushAsyncLoading=0.014897, FlushStreamingFunc=0.114497, BlockTillAllRequestsFinished=0.038426, ResetLoadersForSaveUnMarkAllObjects=0.409879, TagPackageExports=10.160737, BeginCacheForCookedPlatformData=0.004180, SerializeImports=13.804696, GatherLocalizableTextData=13.520028, MarkNames=0.109266, SerializeSummary=0.018559, SerializeNames=0.401516, SerializeGatherableTextData=0.102993, BuildExportMap=0.304010, SortExportsNonSeekfree=1.245324, SortExportsSeekfreeConstructor=0.157364, SortExportsSeekfreeInner=14.615309, SortExportsSeekfree=0.005227, BuildDependencyMap=0.107698, SerializeImportMap=0.027709, SerializeExportMap=0.072148, SerializeDependencyMap=0.009932, SerializeStringAssetReferenceMap=0.002094, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.323484, SerializeExports=18.084644, SerializeBulkData=0.008628, MoveFile=6.630227, UnaccountedTime=1.881316, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_8, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/Blueprints/SignalsBattleModeBP.uasset, AutoPackageBackupDelegate=81.564285, FlushAsyncLoading=0.011239, FlushStreamingFunc=0.094105, BlockTillAllRequestsFinished=0.004966, ResetLoadersForSaveUnMarkAllObjects=0.254348, TagPackageExports=36.291634, BeginCacheForCookedPlatformData=0.007059, SerializeImports=40.136345, GatherLocalizableTextData=29.326811, MarkNames=0.252515, SerializeSummary=0.018559, SerializeNames=0.503201, SerializeGatherableTextData=0.167035, BuildExportMap=0.579011, SortExportsNonSeekfree=6.398883, SortExportsSeekfreeConstructor=0.074502, SortExportsSeekfreeInner=59.239681, SortExportsSeekfree=0.008628, BuildDependencyMap=0.335641, SerializeImportMap=0.047315, SerializeExportMap=0.175662, SerializeDependencyMap=0.050973, SerializeStringAssetReferenceMap=0.002876, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.207412, SerializeExports=63.212486, SerializeBulkData=0.011761, MoveFile=6.385814, UnaccountedTime=2.238397, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
DDCTransactionId050A9BAB47F5229E996E2CB9942F7668_0, PutCachedData=, CacheKey=Audio_0002_0000_OGG_0001_6B5F9E284989B927BEF8B99E8E066236, StartTime=2016.06.25-15.44.00, HierarchicalDDC=, DataSize=5590, Duration=6.538738, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
SavePackageTransactionIdB04AC47C4BE03F994ACA42BBA06DA8F8_9, Filename=../../../../../../Users/Julian/Documents/Unreal Projects/Signals/Content/Audio/footstep-grass-light.uasset, AutoPackageBackupDelegate=0.276562, FlushAsyncLoading=0.003662, FlushStreamingFunc=0.075284, BlockTillAllRequestsFinished=0.034764, ResetLoadersForSaveUnMarkAllObjects=0.840675, TagPackageExports=0.020389, BeginCacheForCookedPlatformData=0.001308, SerializeImports=0.671282, GatherLocalizableTextData=0.225067, MarkNames=0.004970, SerializeSummary=0.009932, SerializeNames=0.028756, SerializeGatherableTextData=0.001308, BuildExportMap=0.010718, SortExportsNonSeekfree=0.004966, SortExportsSeekfreeConstructor=0.206508, SortExportsSeekfreeInner=1.319300, SortExportsSeekfree=0.002615, BuildDependencyMap=0.005752, SerializeImportMap=0.009671, SerializeExportMap=0.007320, SerializeDependencyMap=0.001568, SerializeStringAssetReferenceMap=0.003397, SaveThumbNailsAssetRegistryDataWorldLevelInfo=29.539593, SerializeExports=0.252776, SerializeBulkData=0.157889, MoveFile=5.057886, UnaccountedTime=2.101943, RunGuid=RunID935603054A03171FE3E816B8BE3962FD
